success,precision,recall,f1,tp,fp,fn,predicted_entities,gt_entities,fp_entities,fn_entities,elapsed_time,output,model,prompt_strategy,file
True,1.0,0.5,0.6666666666666666,3.0,0.0,3,"[{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",[],"[{'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}]",4.029652,"{'entities': [{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]}",llama3.2:3b,role task format and example,5.json
True,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.0,1.0,4,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",2.342614,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]}",llama3.2:3b,role task format and example,4.json
True,0.5,0.5,0.5,2.0,2.0,2,"[{'text': 'anna@college.edu', 'type': 'email', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 435, 'end_pos': 444}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': 'anna@college.edu', 'type': 'email', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}]",3.578706,"{'entities': [{'text': 'anna@college.edu', 'type': 'email', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 435, 'end_pos': 444}]}",llama3.2:3b,role task format and example,3.json
True,0.5,0.4,0.4444444444444445,4.0,4.0,6,"[{'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '1GxJL2tY3s9rBq6zZf4eX7u8', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'person', 'start_pos': 477, 'end_pos': 508}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 802, 'end_pos': 811}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': '1GxJL2tY3s9rBq6zZf4eX7u8', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'person', 'start_pos': 477, 'end_pos': 508}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}]",5.75695,"{'entities': [{'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '1GxJL2tY3s9rBq6zZf4eX7u8', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'person', 'start_pos': 477, 'end_pos': 508}, {'text': 'Lance Moreno', 'type': 'person', 'start_pos': 669, 'end_pos': 681}, {'text': 'Marcellus', 'type': 'person', 'start_pos': 802, 'end_pos': 811}]}",llama3.2:3b,role task format and example,6.json
True,0.5,0.2,0.28571428571428575,1.0,1.0,4,"[{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]","[{'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",1.787933,"{'entities': [{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]}",llama3.2:3b,role task format and example,7.json
True,1.0,0.5,0.6666666666666666,3.0,0.0,3,"[{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]","[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",[],"[{'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}]",4.008111,"{'entities': [{'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 41, 'end_pos': 61}, {'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d', 'type': 'btc', 'start_pos': 179, 'end_pos': 221}, {'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh', 'type': 'btc', 'start_pos': 409, 'end_pos': 451}]}",llama3.2:3b,role task format example and verification,5.json
True,0.6,0.5,0.5454545454545454,3.0,2.0,3,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': 'bc1p2s9tjv8zgqy6xuq7l5w4a3m2kqy2e', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': 'bc1p2s9tjv8zgqy6xuq7l5w4a3m2kqy2e', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",4.313539,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}, {'text': 'bc1p2s9tjv8zgqy6xuq7l5w4a3m2kqy2e', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': 'Prague', 'type': 'location', 'start_pos': 143, 'end_pos': 149}]}",llama3.2:3b,role task format example and verification,4.json
True,1.0,0.5,0.6666666666666666,2.0,0.0,2,"[{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}]","[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",2.441092,"{'entities': [{'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f', 'type': 'btc', 'start_pos': 371, 'end_pos': 413}, {'text': 'Anna', 'type': 'person', 'start_pos': 49, 'end_pos': 53}]}",llama3.2:3b,role task format example and verification,3.json
True,0.4,0.2,0.26666666666666666,2.0,3.0,8,"[{'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '1G8s3tJ2pVY4eX7z6L9nDhj2d3a5tBqUy', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]","[{'text': '1G8s3tJ2pVY4eX7z6L9nDhj2d3a5tBqUy', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",4.609759,"{'entities': [{'text': 'contact@unitedchange.org', 'type': 'email', 'start_pos': 430, 'end_pos': 454}, {'text': 'lance.morenopolitical@gmail.com', 'type': 'email', 'start_pos': 477, 'end_pos': 508}, {'text': '1G8s3tJ2pVY4eX7z6L9nDhj2d3a5tBqUy', 'type': 'btc', 'start_pos': -1, 'end_pos': -1}, {'text': ""Catalina's original whistleblowing work"", 'type': 'url', 'start_pos': 587, 'end_pos': 626}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]}",llama3.2:3b,role task format example and verification,6.json
True,0.5,0.2,0.28571428571428575,1.0,1.0,4,"[{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]","[{'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]","[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}]",1.816565,"{'entities': [{'text': 'm.grant512@tuta.io', 'type': 'email', 'start_pos': 451, 'end_pos': 469}, {'text': '10.45.67.89', 'type': 'ip', 'start_pos': -1, 'end_pos': -1}]}",llama3.2:3b,role task format example and verification,7.json
True,0.0,0.0,0.0,0.0,0.0,6,[],"[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",[],"[{'startOffset': 41, 'endOffset': 61, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 179, 'endOffset': 221, 'type': 'BTC', 'text': 'bc1qt5vmgkz06c4q6z3trw8gkfj0y7n07gq5kzm68d'}, {'startOffset': 232, 'endOffset': 238, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 269, 'endOffset': 273, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 290, 'endOffset': 299, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 409, 'endOffset': 451, 'type': 'BTC', 'text': 'bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh'}]",0.768331,{'entities': []},llama3.2:3b,psuedo code role task format ,5.json
True,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.0,1.0,4,"[{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 35, 'endOffset': 62, 'type': 'EMAIL', 'text': 'c.varga@journalisttruth.org'}, {'startOffset': 63, 'endOffset': 83, 'type': 'EMAIL', 'text': 'cv.editor@riseup.net'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]","[{'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]","[{'startOffset': 0, 'endOffset': 8, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 84, 'endOffset': 88, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 144, 'endOffset': 150, 'type': 'LOCATION', 'text': 'Prague'}, {'startOffset': 164, 'endOffset': 169, 'type': 'PERSON', 'text': 'Varga'}]",2.226584,"{'entities': [{'text': 'c.varga@journalisttruth.org', 'type': 'email', 'start_pos': 35, 'end_pos': 62}, {'text': 'cv.editor@riseup.net', 'type': 'email', 'start_pos': 63, 'end_pos': 83}, {'text': 'A.H.', 'type': 'person', 'start_pos': 345, 'end_pos': 349}]}",llama3.2:3b,psuedo code role task format ,4.json
True,0.0,0.0,0.0,0.0,0.0,4,[],"[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 49, 'endOffset': 53, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 289, 'endOffset': 293, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 371, 'endOffset': 413, 'type': 'BTC', 'text': 'bc1q2gdf0hxk6e5nxp72cr9sv5uwx9a0gz0h3p9a4f'}, {'startOffset': 435, 'endOffset': 444, 'type': 'PERSON', 'text': 'Marcellus'}]",0.283623,{'entities': []},llama3.2:3b,psuedo code role task format ,3.json
True,0.0,0.0,0.0,0.0,0.0,10,[],"[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",[],"[{'startOffset': 33, 'endOffset': 41, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 191, 'endOffset': 201, 'type': 'LOCATION', 'text': 'Seychelles'}, {'startOffset': 342, 'endOffset': 346, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 422, 'endOffset': 446, 'type': 'EMAIL', 'text': 'contact@unitedchange.org'}, {'startOffset': 469, 'endOffset': 500, 'type': 'EMAIL', 'text': 'lance.morenopolitical@gmail.com'}, {'startOffset': 579, 'endOffset': 587, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 661, 'endOffset': 673, 'type': 'PERSON', 'text': 'Lance Moreno'}, {'startOffset': 752, 'endOffset': 760, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 778, 'endOffset': 782, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 793, 'endOffset': 802, 'type': 'PERSON', 'text': 'Marcellus'}]",0.350893,{'entities': []},llama3.2:3b,psuedo code role task format ,6.json
True,0.0,0.0,0.0,0.0,0.0,5,[],"[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",[],"[{'startOffset': 132, 'endOffset': 140, 'type': 'PERSON', 'text': 'Catalina'}, {'startOffset': 252, 'endOffset': 261, 'type': 'PERSON', 'text': 'Marcellus'}, {'startOffset': 266, 'endOffset': 270, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 431, 'endOffset': 435, 'type': 'PERSON', 'text': 'Anna'}, {'startOffset': 451, 'endOffset': 469, 'type': 'EMAIL', 'text': 'm.grant512@tuta.io'}]",0.310726,{'entities': []},llama3.2:3b,psuedo code role task format ,7.json
